cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total,valor aluguel reduzido
Curitiba,452,2,2,0,6,0,0,1768,6736,49,46,8599,5343.903870148216
Porto Alegre,261,2,4,0,5,0,0,2378,8064,43,117,10602,5929.495203491631
Salvador,115,3,3,4,6,1,1,1319,4532,399,140,6390,3562.6960235191677
Maceió,412,3,4,2,10,1,1,3594,7017,1134,82,11827,5292.635448120819
Salvador,453,5,1,2,4,1,1,726,5429,129,35,6319,3905.0712723458614
Curitiba,444,1,1,2,1,1,1,3352,6313,314,147,10126,4546.151320669868
Maceió,237,3,3,1,8,1,1,2487,7887,1261,69,11704,6062.205323212209
Vitória,248,4,3,1,16,1,1,81,3854,1444,130,5509,2850.3286621908064
Aparecida de Goiânia,54,3,1,3,12,1,0,1893,6676,501,15,9085,4687.597255610832
São Luís,67,3,1,1,1,0,1,2917,5689,795,18,9419,4291.254654192372
Londrina,77,5,3,3,0,0,0,537,9137,1624,28,11326,7230.874931352417
Maceió,377,2,2,0,11,1,0,883,6268,239,169,7559,4570.995613467069
Campinas,56,4,1,1,15,0,1,1365,2527,1176,10,5078,1971.4684151757617
Osasco,31,1,4,0,11,1,0,2194,4860,1310,171,8535,3504.9705300227893
Manaus,254,1,1,4,4,0,1,3769,5717,715,77,10278,4399.967827678482
Porto Velho,315,1,1,0,6,0,1,2544,4625,1088,107,8364,3624.0007732098966
Rio de Janeiro,280,3,4,0,12,1,0,647,5692,1313,183,7835,3993.882242511247
Ribeirão Preto,374,1,1,4,19,0,1,334,636,1750,180,2900,490.18071201926233
Joinville,393,5,1,4,9,0,0,4502,9884,1422,72,15880,7843.868902473135
Guarulhos,425,3,1,4,3,1,1,868,6718,306,50,7942,5360.645582216926
Porto Alegre,121,1,4,0,2,0,0,1926,7977,201,79,10183,6343.730673919433
Aracaju,217,3,2,2,11,0,0,3300,988,1217,100,5605,760.180849848318
Ananindeua,416,2,1,2,4,1,1,2615,1025,1231,160,5031,726.084781399122
Porto Alegre,214,2,3,0,11,1,1,704,8090,1766,117,10677,6091.379194874431
Aparecida de Goiânia,180,4,2,1,7,0,1,2788,3127,1036,129,7080,2224.49654255345
Florianópolis,225,3,1,2,10,1,0,1526,3926,976,21,6449,2864.801973159818
São Gonçalo,417,2,4,0,0,1,0,2572,3261,715,30,6578,2546.671006625892
São José dos Campos,490,1,1,0,3,1,0,1697,6508,1812,42,10059,5059.1120951729445
Curitiba,234,1,2,1,0,1,0,2312,5399,1698,126,9535,3839.4114141598093
Curitiba,250,2,4,0,18,1,1,2460,8562,250,193,11465,6500.465771023561
São Gonçalo,221,3,3,0,5,0,1,1058,4934,869,102,6963,3912.7948177571557
Jaboatão dos Guararapes,221,3,3,4,5,1,0,3247,1477,442,50,5216,1115.3850377691224
Londrina,164,4,1,2,18,1,1,1306,2246,1829,159,5540,1628.2393062261226
João Pessoa,186,2,2,1,8,1,1,1033,7751,0,125,8909,6150.586772531668
Porto Alegre,463,1,4,0,4,0,1,751,2998,1688,74,5511,2221.962683003285
Goiânia,133,1,1,4,0,1,0,1396,3951,353,186,5886,2979.809294249221
Jaboatão dos Guararapes,450,4,3,0,5,1,0,1679,2777,1682,95,6233,2044.063581189703
Boa Vista,126,4,1,3,13,1,1,624,2807,1480,32,4943,2113.1309798836587
Londrina,130,2,1,4,3,1,0,972,6307,263,86,7628,4520.472489054021
São Paulo,450,3,2,0,1,0,1,1154,9196,614,123,11087,7352.184066698956
Natal,476,1,1,1,9,0,1,4621,8174,633,182,13610,6004.1168554304095
Mogi das Cruzes,349,4,4,3,19,0,0,4804,9671,1930,21,16426,7704.206395966291
Campo Grande,331,5,3,1,14,1,0,3006,6935,124,131,10196,4927.652989042002
Serra,59,5,2,2,18,0,1,3746,8011,556,143,12456,5790.242535577123
Porto Velho,117,4,4,3,13,1,0,2043,8340,28,120,10531,6273.552897540598
Contagem,135,1,1,2,19,1,0,708,4677,1588,63,7036,3419.8965354557877
Maringá,367,4,1,4,8,1,1,3847,4475,48,148,8518,3433.8673293545858
Recife,493,5,2,2,7,0,0,4300,7401,46,98,11845,5770.79723992841
Manaus,338,5,4,1,9,0,1,2690,4196,224,139,7249,3228.6813457636977
Aracaju,300,3,3,0,3,0,1,710,3005,127,125,3967,2214.861822404417
Jaboatão dos Guararapes,401,1,4,3,12,1,1,3136,2784,386,99,6405,2003.9683929539117
Porto Alegre,52,3,4,2,8,1,0,80,877,835,109,1901,635.0106180091585
Montes Claros,463,2,1,1,4,1,1,3876,6923,1688,129,12616,4970.9232874653035
Feira de Santana,401,5,2,1,3,1,1,1258,1842,232,54,3386,1406.423315929239
Campinas,178,5,2,2,19,0,0,2839,6043,1626,198,10706,4494.247997439947
Campo Grande,178,3,2,3,2,1,0,2875,8054,610,189,11728,6181.40145898215
Serra,43,4,1,4,12,1,1,4296,8993,1282,51,14622,7038.942863857023
Brasília,450,1,2,2,0,1,1,2866,4564,1393,94,8917,3324.1956432999423
Piracicaba,455,5,4,3,3,1,0,828,958,362,158,2306,718.9077142015725
Fortaleza,146,2,4,3,12,1,0,1361,5923,1783,137,9204,4671.0355966903535
Cuiabá,499,5,3,4,10,1,1,3980,1660,718,76,6434,1164.3234899988713
João Pessoa,427,3,4,0,11,0,0,1481,1322,1227,138,4168,929.9498478518314
Caxias do Sul,435,2,4,3,9,0,1,240,2227,844,95,3406,1608.9341895257014
Uberlândia,422,4,4,2,15,0,0,1634,5300,797,196,7927,3780.143469452665
Florianópolis,285,2,4,0,14,1,0,4705,2551,776,167,8199,1852.138543109177
Serra,150,5,1,1,5,1,0,3392,6596,303,171,10462,4659.023669368013
Piracicaba,499,5,4,0,11,1,0,1159,2345,807,195,4506,1688.0091600896033
Florianópolis,333,1,3,4,18,1,1,2679,3577,50,150,6456,2799.5657242124403
São José dos Campos,377,1,4,4,15,1,1,1186,1971,128,143,3428,1492.7684322361167
Campinas,25,3,4,1,3,0,0,3544,3255,1774,33,8606,2357.7273258519726
Campo Grande,456,5,2,0,4,0,0,4486,6639,1270,93,12488,4697.524722117856
Caxias do Sul,316,2,4,0,12,0,1,4515,7966,420,81,12982,5949.150878334027
Niterói,29,2,3,4,19,1,1,4170,1553,1330,173,7226,1176.6307138304974
Barueri,154,2,1,2,6,1,1,3766,8067,496,184,12513,6376.765696673381
Joinville,62,4,2,1,11,1,0,391,9902,924,131,11348,7641.458979623717
Serra,261,5,3,1,6,0,0,2840,8419,291,82,11632,6272.179073083587
Niterói,245,1,2,4,14,0,1,156,3028,13,150,3347,2280.4415387885024
Osasco,444,4,1,4,0,1,1,1613,1923,1323,122,4981,1357.7742138519457
João Pessoa,120,2,1,2,14,1,1,4359,9734,400,65,14558,6843.136177231436
Santo André,293,2,2,1,10,1,0,3340,8357,701,29,12427,5943.675584123206
Porto Alegre,432,3,4,3,1,0,0,2983,3859,1466,173,8481,2977.3876026697694
João Pessoa,383,4,2,1,7,0,0,2875,7905,689,65,11534,5824.798894663259
Porto Alegre,190,5,3,0,16,1,1,2793,9119,411,89,12412,6397.61951573776
Vitória,163,3,2,2,19,1,0,1377,7386,1633,102,10498,5886.807802639196
Osasco,85,3,3,4,19,1,1,4998,7043,580,133,12754,5083.655012122894
Goiânia,382,5,3,4,11,1,1,890,7124,1432,170,9616,5285.654812968396
Jaboatão dos Guararapes,468,3,1,3,19,0,1,3517,1903,1770,185,7375,1469.3123903900007
Mogi das Cruzes,340,5,1,1,16,1,0,2488,6333,1849,71,10741,4953.026441115403
Porto Alegre,325,4,3,0,4,1,1,2479,8071,1549,121,12220,5668.303658842202
Niterói,435,4,3,3,9,1,1,4588,4141,700,65,9494,3003.196758322078
Montes Claros,342,3,2,1,17,0,1,2352,2434,1164,188,6138,1880.364148901885
São Gonçalo,416,1,3,4,14,0,0,1405,889,1314,133,3741,692.4260398938195
Vila Velha,485,5,2,0,2,0,0,4297,3046,727,196,8266,2381.9153622899817
Guarulhos,241,5,1,2,19,1,0,3480,7377,1304,23,12184,5374.26089811032
Belém,280,4,2,2,13,1,1,3590,8164,124,105,11983,5775.067236788474
Osasco,246,1,1,0,18,1,0,1286,8788,1183,124,11381,6796.390924042563
Ananindeua,96,1,2,4,5,0,1,2258,8306,898,189,11651,6236.072317027241
Manaus,178,1,2,0,13,1,0,2327,4245,1747,115,8434,2991.647010090281
Maceió,273,3,2,3,14,0,0,299,3431,1561,11,5302,2607.2146622144282
Porto Velho,46,1,2,0,3,0,0,1997,7134,1497,94,10722,5552.774636801416
Duque de Caxias,107,5,1,4,8,0,1,1956,1564,1907,84,5511,1203.5399732442208
Barueri,424,3,2,0,14,1,1,4668,9155,1672,196,15691,6877.857566051517
Barueri,195,3,4,1,19,1,1,3357,8881,1647,132,14017,7074.067526718335
Florianópolis,465,3,4,2,13,1,0,1035,8471,297,77,9880,6113.221394369194
Brasília,453,2,3,2,12,0,0,574,5220,1639,111,7544,4012.894149263598
Jundiaí,76,5,1,4,2,1,1,4999,8116,310,186,13611,6023.513435028573
Santo André,251,3,3,4,8,1,0,4028,1043,1772,80,6923,736.672459840404
Vitória,453,2,1,1,15,1,0,1197,1674,769,143,3783,1197.8343824039619
Maringá,44,4,4,4,7,0,1,1805,5911,1614,121,9451,4488.051716593142
Belo Horizonte,383,1,2,0,1,0,1,684,509,1829,94,3116,364.3237816506812
João Pessoa,368,1,4,3,15,0,0,3951,1320,231,152,5654,960.7458510290018
Campinas,92,4,1,4,12,1,0,1913,9129,1712,185,12939,7101.347273565712
Florianópolis,382,1,1,1,19,1,0,4496,4080,1,21,8598,3050.02311069539
Caxias do Sul,240,4,4,3,0,0,0,4661,1019,1214,65,6959,806.0633519735853
São Paulo,419,4,4,3,14,0,1,4789,1961,430,135,7315,1417.3022080782061
Jaboatão dos Guararapes,109,4,4,4,14,1,1,1451,948,279,36,2714,702.9439636528659
Caxias do Sul,37,1,1,3,7,1,1,970,6623,1032,52,8677,4932.222232491893
Contagem,232,4,3,3,0,0,1,2887,8175,1325,127,12514,6363.969788828768
Sorocaba,81,1,2,4,8,0,0,2814,1073,231,22,4140,836.6079618343712
Porto Alegre,466,5,3,3,2,0,1,1288,2964,440,120,4812,2251.43344752421
Natal,213,4,3,2,3,0,0,745,7027,1852,175,9799,5044.845839608949
Campo Grande,404,3,3,1,13,0,0,326,1319,29,27,1701,1035.7353308366762
Campo Grande,467,2,4,4,14,0,0,4733,1084,1764,49,7630,768.4653965644652
Salvador,217,5,4,1,18,0,0,514,1431,199,51,2195,1063.7720783894968
São Gonçalo,280,3,2,2,3,1,0,4490,7878,298,87,12753,5684.997980690218
Natal,58,4,2,0,3,1,1,2551,7177,169,92,9989,5431.396173243956
São Paulo,182,3,1,3,1,0,0,1335,3449,1492,35,6311,2702.7575881079715
Natal,115,4,4,0,8,0,1,771,7595,1608,134,10108,5901.5644804509875
Manaus,148,3,2,3,8,0,0,4434,4290,1652,52,10428,3011.3481956124756
Ananindeua,278,3,2,2,9,1,0,771,5890,109,52,6822,4514.859328722143
Boa Vista,459,4,4,2,0,1,1,1899,2070,1279,52,5300,1466.3461325750525
Ribeirão Preto,409,5,3,3,4,1,0,4325,1746,1994,84,8149,1286.144597153382
Fortaleza,139,1,1,4,0,0,1,2752,4426,1559,168,8905,3219.5285080696935
Fortaleza,128,1,3,3,7,0,1,2262,5069,1276,96,8703,3883.2318487577154
São Luís,394,4,4,3,5,1,0,4541,9503,1424,96,15564,7102.369975044832
Guarulhos,140,3,1,1,9,1,0,3481,2988,283,147,6899,2219.990943537233
Recife,60,2,3,2,19,1,1,3844,7491,139,73,11547,5468.28599572603
Barueri,89,4,2,2,9,1,0,3932,3071,1990,40,9033,2315.3843606089276
Rio de Janeiro,394,2,1,3,6,0,1,4842,5397,468,136,10843,3905.569544508638
Aracaju,349,3,1,4,1,0,1,890,8180,1246,35,10351,6401.347166851509
Belo Horizonte,427,1,3,0,19,1,1,4495,8503,1587,31,14616,6099.246600257689
Serra,37,4,4,0,18,0,0,4389,762,1005,132,6288,607.7873170737514
Mogi das Cruzes,227,1,3,2,17,0,0,119,5582,939,173,6813,4283.262551554395
Salvador,398,4,1,4,5,0,0,1830,1565,106,38,3539,1176.1307766944956
Uberlândia,356,1,4,0,7,1,0,3254,2752,1857,109,7972,2098.101657917889
Porto Alegre,133,2,3,1,9,1,0,673,4796,1811,90,7370,3694.7693928977296
Fortaleza,246,2,2,3,8,1,1,2746,5974,815,193,9728,4378.083410562844
Goiânia,204,4,1,1,18,0,0,4548,8423,1806,166,14943,6671.311534670284
Maringá,140,3,3,3,17,1,0,4963,3416,1611,188,10178,2701.372132526861
Boa Vista,433,5,2,4,15,1,1,1407,1886,993,179,4465,1396.595923756798
Niterói,141,4,3,2,5,1,0,4002,5241,1903,151,11297,4133.223372270731
Rio de Janeiro,153,1,3,4,0,1,1,3488,1261,513,149,5411,969.4638055357142
Vila Velha,125,5,1,2,8,1,1,3516,3954,1300,52,8822,2880.286730454728
Porto Velho,423,5,2,1,14,1,0,2612,1350,1945,173,6080,1059.7542708687236
Campo Grande,271,3,1,3,14,1,0,696,793,1191,192,2872,595.4040451327098
Fortaleza,345,1,4,3,10,0,1,362,2520,1576,112,4570,1887.2878541280786
Campo Grande,267,3,1,2,18,0,0,2921,8662,1271,38,12892,6404.042256538633
Macapá,257,2,1,4,19,1,1,433,6015,1197,13,7658,4808.736732400538
Londrina,214,5,1,3,9,0,0,1977,1071,440,135,3623,767.2846362102424
Recife,38,2,1,2,1,0,0,2369,3992,30,85,6476,3010.248725285121
Contagem,65,1,2,3,14,1,1,1041,4844,1432,49,7366,3689.9011285375386
Ribeirão Preto,473,3,4,4,11,0,0,4021,7485,192,183,11881,5958.937635632494
São Luís,26,1,3,3,7,1,1,4067,7071,242,21,11401,5430.418987612144
Porto Velho,184,3,4,4,11,1,1,3859,5099,93,153,9204,3624.1688034725285
Natal,59,5,2,4,2,1,0,1433,5074,1770,45,8322,3690.3353365101416
Campo Grande,325,1,1,0,16,1,0,3370,1642,1723,85,6820,1152.2693246596489
Serra,23,3,1,1,1,1,1,310,4176,1732,199,6417,2940.9292683016615
Londrina,214,2,4,2,18,0,0,3112,4640,351,48,8151,3271.6253787140417
Joinville,384,1,1,3,12,0,1,2679,6250,654,151,9734,4393.540117048446
João Pessoa,112,5,1,1,11,0,1,4469,6825,1462,70,12826,5356.80847965724
Montes Claros,478,4,1,1,19,1,1,3279,9836,558,73,13746,7856.905790985548
São Luís,305,5,3,1,3,1,0,3703,7919,919,151,12692,5545.599396129427
Aparecida de Goiânia,259,5,2,4,18,1,0,1468,7722,1536,195,10921,5608.379146607833
Campo Grande,22,2,2,4,1,1,1,4638,4236,1483,155,10512,3074.9992960902946
Aparecida de Goiânia,423,1,1,4,8,0,1,2722,549,51,58,3380,390.01941759767004
Aracaju,146,5,2,2,9,1,1,2592,6601,311,30,9534,4717.502229014782
Aparecida de Goiânia,95,4,1,1,19,1,0,1226,5173,984,33,7416,4109.127521236002
Vitória,400,5,4,3,3,1,1,3134,9970,1395,125,14624,7095.6674889403685
Brasília,369,5,3,2,17,0,0,1569,517,219,134,2439,374.93053872329716
Aparecida de Goiânia,351,2,4,4,12,1,0,650,2628,1137,169,4584,1914.0080419050278
Macapá,57,3,3,4,2,0,1,3802,6861,1859,136,12658,5168.040998885449
Campinas,487,2,1,2,5,1,1,2057,8038,1800,115,12010,6232.689542556825
Recife,149,5,4,0,18,0,1,2019,8935,445,27,11426,6467.123779254525
Brasília,423,5,4,4,3,1,0,1961,4275,1519,86,7841,3137.471824724326
Porto Alegre,205,5,3,3,9,1,1,2948,522,836,167,4473,399.3412719965507
Barueri,72,5,3,4,5,0,1,2050,2846,1197,16,6109,2016.9347315660964
Uberlândia,301,1,3,3,12,1,1,360,2747,176,143,3426,2032.4969996685963
Osasco,212,5,4,0,7,1,0,77,5441,1228,89,6835,3930.615568259183
Aracaju,33,2,2,4,12,1,0,1979,2437,207,38,4661,1771.1262163260792
Santo André,205,2,3,3,18,0,1,3206,4272,1263,43,8784,3247.420203104312
João Pessoa,270,5,3,2,1,0,1,2333,7267,44,27,9671,5453.067723570028
Serra,82,2,1,4,18,1,1,400,7786,1907,54,10147,5668.460058142093
Ribeirão Preto,399,1,2,0,12,1,0,3453,4923,85,157,8618,3836.7330194272463
Belo Horizonte,107,5,4,3,15,1,1,4401,9038,1657,138,15234,6743.306848035741
Florianópolis,489,2,1,0,6,0,1,3587,7116,1340,47,12090,5332.300029765532
Caxias do Sul,87,5,2,2,4,1,1,4803,7497,136,132,12568,5540.430129413797
Montes Claros,284,5,4,1,10,1,1,4447,4835,223,69,9574,3500.9830619634954
Rio de Janeiro,469,2,3,1,2,0,1,2066,654,865,61,3646,468.557161308162
Vitória,155,4,4,4,1,0,0,4917,9317,1517,58,15809,6595.284729789153
Goiânia,364,2,4,2,3,0,0,2152,718,1784,60,4714,505.93051335455465
Guarulhos,343,5,3,2,3,1,1,1254,7039,1262,141,9696,5506.577980448035
Maceió,21,2,2,2,5,0,1,2563,7769,118,147,10597,6141.627635592197
Niterói,175,1,3,1,0,0,0,2587,5445,844,48,8924,4221.566898002111
Sorocaba,371,4,1,4,0,0,0,3286,3911,1060,121,8378,3020.1925715459142
Mogi das Cruzes,265,5,2,4,14,1,0,2940,8623,463,43,12069,6766.0894090849915
Recife,163,4,1,2,16,0,1,3410,9529,1554,176,14669,7619.032512788831
Teresina,413,5,2,3,7,1,1,4353,1204,172,50,5779,874.1666155519023
Boa Vista,220,2,3,2,6,0,1,4991,9985,1221,68,16265,7651.908583477918
Curitiba,159,1,3,2,19,0,1,3423,2438,209,38,6108,1850.4337054050097
Vitória,480,2,4,4,19,0,1,4368,8588,1841,185,14982,6489.10254840349
Duque de Caxias,469,1,1,3,5,0,1,3009,1692,1625,12,6338,1271.3454825743909
Campinas,222,3,1,1,6,0,1,4669,5000,137,30,9836,3885.6114647961335
Ribeirão Preto,69,5,1,1,0,0,0,1600,8609,781,104,11094,6558.577220640772
Serra,395,5,2,1,2,1,0,4331,6307,213,186,11037,4573.780322807539
Barueri,499,4,1,2,5,0,0,2388,8719,1268,36,12411,6218.022607573285
Porto Alegre,215,2,3,4,2,1,0,3459,6127,261,97,9944,4389.8228366849335
Jaboatão dos Guararapes,297,3,2,4,19,1,0,4161,5623,1308,94,11186,4224.866283489121
Rio de Janeiro,165,5,3,4,12,0,0,2642,1114,605,21,4382,816.3807063474599
Santo André,319,2,2,3,13,0,1,4600,3947,716,84,9347,3156.2001062295294
Brasília,357,4,1,3,15,0,0,4367,8448,1394,140,14349,6513.594212717126
Ribeirão Preto,336,3,3,1,16,1,0,365,7049,1459,182,9055,5403.182875820721
Goiânia,426,4,1,0,17,0,0,346,2671,623,65,3705,2005.4899818746767
Duque de Caxias,168,3,3,4,0,1,1,4015,5021,892,49,9977,3517.843222223878
Belém,218,4,1,4,2,0,0,3167,2212,9,23,5411,1565.542598153569
Mogi das Cruzes,383,1,4,4,18,0,0,1819,9177,1205,124,12325,7153.787673248724
Vila Velha,194,5,1,4,6,1,1,4143,9955,335,47,14480,7286.859386870791
Cuiabá,485,4,2,3,1,1,1,114,6562,331,141,7148,5109.990238838637
Goiânia,30,4,4,3,17,1,1,3285,4677,473,97,8532,3334.2050569995113
Uberlândia,467,5,2,0,5,1,1,3382,3619,1367,120,8488,2640.658850056753
Mogi das Cruzes,251,2,4,2,15,0,0,2287,7052,486,88,9913,5501.513754561536
Ribeirão Preto,274,2,1,2,18,0,0,3810,6426,679,169,11084,4954.456540868229
São Gonçalo,310,1,3,4,5,0,1,1821,6674,631,92,9218,5032.695175447387
Santo André,242,2,2,1,15,0,1,584,4428,1092,175,6279,3395.109612298425
Porto Velho,77,2,3,4,16,1,0,2285,6188,1322,120,9915,4521.137048630103
Maringá,328,3,3,2,15,0,0,919,7338,1432,17,9706,5446.219848696679
Macapá,79,2,3,0,9,1,1,2670,6617,1357,178,10822,4658.123187424398
Uberlândia,238,1,2,3,6,0,0,2533,9303,399,102,12337,6524.242571953481
Porto Velho,34,2,3,2,13,0,0,1817,3058,1682,64,6621,2303.6806981695695
Vitória,182,4,3,2,19,1,1,3401,5196,1538,42,10177,4080.3945351442408
Recife,295,2,1,1,0,0,1,808,7679,1169,144,9800,5920.196491565445
Campo Grande,239,4,2,4,13,1,0,3387,2834,665,10,6896,2140.343797954658
Joinville,178,2,2,3,8,0,0,2408,9447,1064,136,13055,7507.681196372456
Florianópolis,381,3,3,4,9,1,1,2887,1637,428,187,5139,1247.4773050551703
Londrina,178,5,2,0,8,0,1,4,9722,1209,74,11009,7293.451432096601
Goiânia,327,1,1,3,6,0,1,4508,9014,1042,153,14717,7069.558705995142
Vila Velha,491,3,4,1,6,1,1,393,4233,769,104,5499,3062.90948696005
Aracaju,247,4,3,2,10,1,0,812,5500,1371,13,7696,4312.880857686633
Boa Vista,63,2,4,0,17,1,1,1559,4425,1699,166,7849,3373.8828739983223
Maceió,39,2,1,0,16,0,0,3456,5424,189,65,9134,4227.598622241211
São Luís,362,3,3,2,6,1,0,2061,9323,1100,125,12609,6844.290877974422
Fortaleza,132,5,2,1,6,1,0,3704,8145,1639,129,13617,6299.997371657061
Aracaju,192,4,2,0,19,0,1,1256,7891,997,151,10295,6107.764250701919
Osasco,273,2,2,0,3,0,1,637,1346,515,37,2535,1040.7832066728918
São Gonçalo,94,5,1,4,7,0,1,4730,736,1931,164,7561,574.2999160850488
Mogi das Cruzes,115,2,1,4,8,1,0,3990,7476,396,85,11947,5507.5661820600435
Guarulhos,67,2,4,3,1,1,0,1912,7674,1453,101,11140,5948.2823087465895
Cuiabá,335,5,1,2,12,0,0,3097,8655,191,139,12082,6491.878073100816
Teresina,319,4,2,1,5,1,0,3149,761,590,113,4613,563.9886557640407
Ribeirão Preto,368,2,3,3,15,1,1,2392,9114,990,25,12521,6399.233405349775
Duque de Caxias,175,3,2,4,10,1,0,4827,740,1520,132,7219,569.2940004441914
Goiânia,146,5,4,0,17,0,1,2379,6804,1616,162,10961,4825.028227746719
Aracaju,316,5,3,2,12,1,1,1464,4920,794,98,7276,3522.1749819051092
Feira de Santana,448,1,2,1,0,1,1,2916,4086,1117,17,8136,3038.05382503343
Barueri,345,3,1,4,10,0,1,1517,811,1857,154,4339,644.8274987933504
Curitiba,416,3,2,1,15,0,0,66,6168,431,26,6691,4381.85187718142
Belém,205,1,1,0,12,0,1,3047,7017,1844,112,12020,5255.189427457986
Macapá,432,5,2,2,11,0,1,1886,8734,1452,86,12158,6602.663420401695
Ananindeua,268,3,2,0,14,1,0,3539,6314,1279,127,11259,4945.345873185071
Rio de Janeiro,315,5,4,0,1,0,1,2186,1489,838,22,4535,1107.5164145602107
São Gonçalo,438,4,2,4,10,0,0,824,8480,903,105,10312,6432.964501623121
Mogi das Cruzes,20,5,3,2,17,0,0,4618,2931,89,190,7828,2110.216963518219
Uberlândia,111,4,4,0,3,1,1,4181,6463,1407,171,12222,5029.797488329888
Boa Vista,88,5,2,4,0,1,0,2458,4894,1581,79,9012,3501.582945656068
Salvador,375,1,4,1,14,1,0,399,9714,298,79,10490,7617.318654707893
Jundiaí,66,1,1,2,15,0,1,1348,7027,1607,24,10006,5292.270568165681
Aparecida de Goiânia,450,3,1,2,12,1,1,2217,7672,1265,55,11209,5738.530958281077
Mogi das Cruzes,320,4,2,3,5,0,1,4139,8038,977,156,13310,6373.988588801714
Salvador,438,3,4,0,5,0,0,3859,2553,1630,67,8109,1978.172936875273
Maringá,214,2,4,2,13,1,0,3321,4444,1748,42,9555,3173.5265468158964
Contagem,76,1,3,0,15,0,0,507,9706,540,25,10778,7168.529387874064
Manaus,389,4,2,3,6,1,0,3334,9197,1778,55,14364,6897.365698217416
Florianópolis,230,4,3,2,9,1,0,3177,7774,1398,155,12504,5948.70890126012
Ribeirão Preto,92,5,3,0,0,0,0,1875,6324,280,67,8546,4580.995068256097
Montes Claros,110,2,2,4,2,0,1,4989,1844,1529,77,8439,1383.1398201268687
Mogi das Cruzes,274,5,2,4,4,1,0,2567,2929,1603,198,7297,2203.0197498351054
Londrina,266,2,2,0,11,0,0,3552,9305,1016,118,13991,6791.653611318482
Porto Velho,338,1,2,0,3,0,1,4485,2090,1213,119,7907,1632.7291238557073
Boa Vista,405,5,2,4,1,1,0,4807,1794,593,71,7265,1397.20935180945
Caxias do Sul,286,2,4,0,8,0,1,1638,6119,446,19,8222,4695.030598015938
Cuiabá,446,4,4,4,18,1,1,780,8858,1745,150,11533,6422.716307206243
Ananindeua,439,3,2,1,14,1,1,175,9346,1456,183,11160,7174.426500815621
Vila Velha,131,3,2,3,4,1,0,938,8083,1989,37,11047,5712.554418036874
Ananindeua,47,4,2,2,2,1,0,3235,9545,1948,180,14908,7177.42346413167
Barueri,360,4,2,2,17,0,0,2144,8786,1157,139,12226,6668.22622500032
Uberlândia,108,1,2,4,18,0,1,1951,2887,1902,76,6816,2061.288453674366
Porto Velho,322,1,4,4,9,0,0,2504,2559,1874,102,7039,1878.3634759518843
Betim,460,2,2,0,14,0,1,1289,2693,86,189,4257,1899.5446683061525
Londrina,352,2,2,3,7,1,1,2086,4062,934,54,7136,2897.000715935637
São Luís,209,3,4,3,1,1,1,4177,5592,884,170,10823,4456.078784835015
Jaboatão dos Guararapes,186,2,1,2,12,1,0,1539,1257,171,14,2981,987.9355216778936
Jundiaí,277,2,2,3,19,0,0,543,2075,908,159,3685,1656.716844195956
São Gonçalo,386,2,4,1,14,0,1,1621,3751,1705,47,7124,2669.684839906391
Betim,344,4,4,4,1,0,0,2570,7948,1212,142,11872,5639.745320255848
Niterói,342,4,2,3,11,0,1,953,875,1442,61,3331,651.3036546116
Manaus,150,5,4,1,16,1,1,1777,8824,1637,152,12390,6419.990741327944
Caxias do Sul,386,2,3,1,14,1,1,1325,8543,1165,186,11219,6805.038386146757
Uberlândia,39,2,4,4,17,0,0,4200,4034,362,120,8716,2948.124164948126
Recife,134,2,2,2,1,0,0,3027,4718,663,16,8424,3494.364448010014
Boa Vista,450,1,1,2,7,1,1,975,2485,8,126,3594,1935.951308061329
Vila Velha,278,4,4,4,17,1,1,3924,7427,1008,64,12423,5615.1122617957035
Recife,195,1,1,1,5,1,0,4416,7309,684,166,12575,5790.743903204033
Vila Velha,189,4,1,0,0,0,1,3692,8451,457,10,12610,6567.9406322327795
Fortaleza,233,1,4,4,13,1,1,399,8377,1868,28,10672,6263.427409041479
Contagem,68,4,3,2,14,1,0,428,6404,1465,79,8376,5042.955893364707
Aparecida de Goiânia,65,5,2,1,4,1,1,4938,4982,657,43,10620,3538.641242000082
Porto Velho,326,5,1,3,3,1,1,531,8999,1322,130,10982,6655.226618088909
Aracaju,42,1,3,3,5,0,1,1313,1314,198,81,2906,963.4626257230236
Boa Vista,180,1,1,0,11,1,1,4198,3554,1340,51,9143,2536.3355651659044
São Luís,112,1,2,4,9,0,1,2944,4354,730,145,8173,3062.056564944688
Curitiba,412,1,1,1,15,0,0,3501,2462,1639,67,7669,1898.5231239834727
Ananindeua,168,5,4,3,13,1,1,3324,697,1359,87,5467,500.7907414747565
Feira de Santana,169,2,2,4,16,1,0,4468,2507,1732,167,8874,1863.8428442096908
Maringá,275,5,2,0,3,0,0,4201,6527,1064,112,11904,4708.032862424426
Campo Grande,487,4,2,3,3,0,0,3369,5849,1543,78,10839,4513.412936580203
